,median_operating_income,net_income,year,state,city,AVG(snfs_in_city)
2220,206730.0,569295.0,2021,ny,fishkill,1.0
2221,4071328.0,960228.0,2021,fl,lady lake,2.0
2222,1828882.0,3191445.0,2021,ny,huntington station,1.0
2223,-2392309.0,509445.0,2021,ny,mohegan lake,1.0
2224,1656552.0,280264.0,2021,ny,newark,2.0
2225,197692.0,188668.0,2021,ny,allegany,1.0
2226,-2255238.0,-2078446.0,2021,ny,hoosick falls,1.0
2227,22439136.0,-404434.0,2021,ny,kings park,1.0
2228,2034914.0,-1797363.0,2021,fl,englewood,1.0
2229,-1820141.0,1387661.0,2021,ny,elmira,2.0
2230,7267871.0,5187285.0,2021,ny,haverstraw,1.0
2231,-1009254.0,-2211658.0,2021,fl,lake placid,1.0
2232,1297519.0,619266.0,2021,ny,endwell,1.0
2233,2734971.0,196014.0,2021,ny,wappingers falls,1.0
2234,1934982.0,1647119.0,2021,ny,monsey,1.0
2235,7384250.0,5012681.0,2021,ny,brentwood,2.0
2236,4514879.0,-1156935.0,2021,ny,east elmhurst,1.0
2237,1383094.0,-29533.0,2021,ny,tonawanda,1.0
2238,6441502.0,1365932.0,2021,ny,painted post,1.0
2239,3416162.0,7799809.0,2021,ny,great neck,2.0
2240,-578970.0,383338.0,2021,ny,springville,2.0
2241,1554253.0,-604170.0,2021,fl,auburndale,1.0
2242,-1661401.0,490518.0,2021,ny,albion,1.0
2243,2969854.0,283777.0,2021,ny,dunkirk,2.0
2244,741099.0,-1112546.0,2021,fl,winter springs,1.0
2245,1266895.0,-1915044.0,2021,fl,tavares,1.0
2246,-2621965.0,1059568.0,2021,ny,oceanside,2.0
2247,1213830.0,1688982.0,2021,ny,briarcliff manor,1.0
2248,19756175.0,19760112.0,2021,ny,montrose,1.0
2249,609063.0,442971.0,2021,fl,new smyrna beach,1.0
2250,-299666.0,1044042.0,2021,fl,tavernier,1.0
2251,708105.0,251495.0,2021,ny,oneonta,2.0
2252,9179543.0,-2088428.0,2021,fl,hollywood,3.0
2253,-4639355.0,-8551166.0,2021,ny,east meadow,1.0
2254,1439082.0,1412397.0,2021,ny,roscoe,1.0
2255,6175198.0,2676369.0,2021,ny,newfane,1.0
2256,891141.0,3295533.0,2021,ny,purdy station,1.0
2257,2038981.0,354185.0,2021,fl,crawfordville,1.0
2258,23800357.0,2562813.0,2021,fl,miami beach,1.0
2259,4089378.0,1086009.0,2021,fl,north port,1.0
2260,-3094790.0,1222540.0,2021,ny,baldwinsville,1.0
2261,1662263.0,-975664.0,2021,fl,miami springs,1.0
2262,16384070.0,-9294.0,2021,ny,north tonawanda,2.0
2263,5167785.0,-346972.0,2021,fl,mount dora,2.0
2264,3877993.0,1204574.0,2021,fl,lehigh acres,1.0
2265,632493.0,80035.0,2021,ny,eden,1.0
2266,119379.0,-643633.0,2021,ny,morrisville,1.0
2267,3895956.0,675768.0,2021,fl,destin,1.0
2268,2239812.0,-857605.0,2021,fl,green acres,1.0
2269,1235374.0,407273.0,2021,fl,labelle,1.0
